,carat,cut,color,clarity,depth,table,price,x,y,z,volume
13051,1.11,Premium,G,SI1,62.3,58.0,5408,6.61,6.52,4.09,176.267548
13052,1.09,Ideal,D,SI2,61.7,59.0,5410,6.64,6.62,4.09,179.783312
13053,1.5,Premium,F,I1,60.6,62.0,5410,7.24,7.22,4.38,228.954864
13054,1.03,Premium,D,SI1,60.5,61.0,5410,6.47,6.43,3.9,162.24819
13055,1.13,Premium,H,SI1,62.1,58.0,5410,6.7,6.66,4.15,185.18130000000002
13056,1.0,Premium,F,SI1,60.6,62.0,5410,6.43,6.4,3.89,160.08128000000002
13057,1.01,Very Good,E,SI1,59.6,61.0,5411,6.47,6.51,3.87,163.00323899999998
13058,1.01,Very Good,E,SI1,62.8,57.0,5411,6.35,6.39,4.0,162.30599999999998
13059,0.91,Ideal,H,VVS2,61.7,57.0,5411,6.21,6.23,3.84,148.563072
13060,0.93,Ideal,E,VS2,62.4,56.0,5411,6.26,6.3,3.92,154.59695999999997
13061,1.03,Ideal,E,SI1,62.0,55.0,5411,6.46,6.5,4.02,168.79979999999998
13062,1.01,Good,E,SI1,63.2,59.0,5411,6.27,6.35,3.99,158.85985499999998
13063,1.16,Fair,H,SI1,65.8,58.0,5411,6.54,6.46,4.28,180.823152
13064,1.16,Ideal,H,SI1,64.2,59.0,5411,6.66,6.61,4.26,187.53627600000002
13065,1.23,Good,H,SI2,63.8,57.4,5412,6.72,6.78,4.31,196.37049599999997
13066,1.5,Ideal,I,I1,61.8,57.0,5412,7.31,7.39,4.54,245.254886
13067,1.2,Ideal,I,SI1,61.8,56.0,5412,6.77,6.8,4.19,192.89084
13068,1.23,Premium,I,SI1,62.5,59.0,5412,6.8,6.84,4.26,198.14112
13069,1.23,Premium,J,VS1,62.7,58.0,5412,6.79,6.82,4.27,197.73430599999998
13070,1.24,Ideal,J,VS2,61.7,55.0,5412,6.91,6.96,4.28,205.84060800000003
13071,1.13,Ideal,D,SI2,60.1,55.0,5412,6.79,6.85,4.1,190.69714999999997
13072,1.18,Ideal,I,SI1,61.3,55.6,5412,6.79,6.84,4.18,194.13424799999999
13073,1.17,Ideal,D,SI2,62.5,56.0,5412,6.77,6.7,4.21,190.96139
13074,1.26,Ideal,D,SI2,61.6,56.0,5412,6.99,6.95,4.3,208.89615
13075,1.26,Premium,D,SI2,61.9,58.0,5412,6.88,6.81,4.24,198.655872
13076,1.0,Very Good,E,SI1,63.7,55.0,5413,6.35,6.4,4.06,164.99839999999998
13077,1.06,Very Good,H,VS2,60.7,59.0,5415,6.56,6.63,4.0,173.97119999999998
13078,1.01,Good,H,VS1,63.8,59.0,5416,6.3,6.34,4.03,160.96626
13079,1.01,Very Good,E,SI1,62.8,59.0,5416,6.41,6.45,4.04,167.03178000000003
13080,1.01,Premium,H,VS1,61.1,58.0,5416,6.45,6.48,3.95,165.09420000000003
13081,1.01,Ideal,F,SI1,62.7,55.0,5416,6.45,6.4,4.03,166.35840000000002
13082,1.5,Good,H,SI2,63.8,57.0,5416,7.21,7.14,4.58,235.775652
13083,1.04,Premium,H,VS2,62.7,61.0,5416,6.48,6.44,4.05,169.01136000000002
13084,1.04,Ideal,H,VS2,59.3,57.0,5416,6.64,6.58,3.92,171.26950399999998
13085,1.03,Ideal,H,SI1,61.1,56.0,5418,6.5,6.53,3.98,168.9311
13086,1.03,Ideal,H,SI1,61.7,57.0,5418,6.47,6.53,4.01,169.41889099999997
13087,1.01,Good,G,VS2,64.4,58.0,5418,6.23,6.31,4.04,158.817652
13088,1.29,Premium,H,SI2,61.0,57.0,5418,7.13,6.95,4.31,213.575585
13089,1.28,Ideal,I,SI2,61.7,59.0,5419,6.96,6.92,4.28,206.138496
13090,1.08,Premium,D,SI1,61.6,56.0,5419,6.64,6.57,4.07,177.55293600000002
13091,1.0,Good,F,VS2,63.1,56.0,5420,6.27,6.31,3.97,157.067889
13092,1.46,Premium,G,SI2,62.8,52.0,5421,7.31,7.27,4.58,243.398146
13093,1.3,Premium,G,SI2,61.8,57.0,5421,7.02,6.94,4.32,210.46521600000003
13094,1.09,Ideal,I,VS2,61.9,56.0,5421,6.62,6.67,4.09,180.595586
13095,1.21,Premium,H,SI2,62.6,61.0,5421,6.75,6.7,4.21,190.39725
13096,1.21,Premium,I,SI1,59.3,59.0,5421,6.98,6.95,4.13,200.35043000000002
13097,1.21,Ideal,J,VS1,62.3,55.0,5421,6.86,6.81,4.26,199.01271599999998
13098,1.21,Premium,I,SI1,62.1,56.0,5421,6.92,6.76,4.25,198.81159999999997
13099,1.01,Very Good,D,SI1,60.7,58.0,5422,6.49,6.45,3.93,164.51176500000003
13100,0.81,Very Good,D,VVS2,63.9,56.0,5423,5.79,5.91,3.74,127.978686
13101,1.17,Ideal,H,SI2,62.4,53.0,5423,6.74,6.76,4.21,191.817704
13102,1.02,Very Good,E,SI1,60.6,59.0,5424,6.47,6.49,3.93,165.02187899999998
13103,1.1,Ideal,H,SI1,61.4,55.0,5424,6.68,6.7,4.11,183.94716000000003
13104,1.07,Premium,H,VS2,62.1,59.0,5424,6.56,6.52,4.06,173.65107199999994
13105,1.14,Premium,G,SI1,62.7,58.0,5424,6.68,6.63,4.17,184.68262799999997
13106,1.02,Ideal,D,SI2,61.7,58.0,5426,6.41,6.49,3.98,165.571582
13107,1.02,Ideal,G,SI1,62.1,55.0,5426,6.46,6.49,4.02,168.540108
13108,1.02,Ideal,H,VS2,62.0,57.0,5426,6.43,6.4,3.98,163.78496
13109,1.02,Premium,H,VS2,61.7,58.0,5426,6.45,6.41,3.97,164.13766500000003
13110,1.24,Very Good,J,VS1,59.1,62.0,5427,7.06,7.04,4.17,207.259008
13111,1.27,Premium,F,SI2,61.0,61.0,5428,7.01,6.95,4.26,207.54506999999998
13112,1.11,Ideal,G,SI1,62.6,57.0,5428,6.64,6.56,4.13,179.89619199999996
13113,1.09,Ideal,H,SI1,60.9,55.0,5428,6.72,6.69,4.08,183.423744
13114,1.02,Premium,E,SI1,62.8,58.0,5429,6.45,6.39,4.03,166.098465
13115,1.31,Good,H,SI2,64.1,57.0,5429,6.9,6.84,4.41,208.13436
13116,1.21,Premium,G,SI2,60.3,58.0,5430,6.9,6.96,4.18,200.74032
13117,1.02,Very Good,F,SI1,59.4,60.0,5430,6.48,6.59,3.88,165.68841600000002
13118,2.15,Fair,J,I1,65.5,57.0,5430,8.01,7.95,5.23,333.043785
13119,1.01,Ideal,G,SI1,63.1,53.0,5430,6.36,6.42,4.03,164.54973600000002
13120,0.91,Fair,E,VVS2,63.1,55.0,5430,6.13,6.0,3.83,140.8674
13121,1.01,Premium,E,SI1,62.4,59.0,5430,6.38,6.35,3.97,160.83661
13122,1.01,Fair,D,SI1,64.7,57.0,5430,6.33,6.25,4.07,161.01937500000003
13123,1.01,Premium,E,VS2,62.3,59.0,5430,6.38,6.33,3.96,159.92618399999998
13124,1.01,Good,E,VS2,63.8,59.0,5430,6.26,6.22,3.98,154.970056
13125,1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03,199.729621
13126,1.21,Premium,J,VVS2,61.7,60.0,5431,6.82,6.85,4.22,197.14574
13127,0.91,Ideal,E,SI1,62.3,55.0,5431,6.2,6.23,3.87,149.48262000000003
13128,1.02,Premium,H,VS2,60.2,62.0,5432,6.54,6.46,3.91,165.19124399999998
13129,1.01,Very Good,H,SI1,62.9,56.0,5433,6.34,6.41,4.01,162.96399399999999
13130,1.01,Very Good,H,SI1,61.2,60.0,5433,6.41,6.44,3.93,162.231972
13131,1.05,Premium,E,SI1,61.2,58.0,5433,6.57,6.53,4.01,172.037421
13132,1.15,Premium,H,SI1,62.0,58.0,5433,6.77,6.71,4.18,189.883606
13133,1.11,Premium,H,SI1,62.5,58.0,5433,6.64,6.61,4.14,181.706256
13134,1.11,Premium,H,SI1,61.1,60.0,5433,6.68,6.62,4.06,179.539696
13135,1.26,Premium,H,SI2,60.9,57.0,5434,7.03,6.96,4.26,208.436688
13136,1.06,Very Good,G,SI1,61.3,60.0,5435,6.53,6.55,4.01,171.513715
13137,1.07,Ideal,F,SI1,59.4,57.0,5436,6.73,6.67,3.98,178.658618
13138,1.05,Ideal,E,SI1,62.1,57.0,5436,6.48,6.5,4.03,169.74360000000001
13139,1.07,Premium,F,SI1,62.5,59.0,5436,6.57,6.52,4.09,175.200876
13140,1.22,Ideal,G,SI2,62.9,56.0,5436,6.86,6.78,4.29,199.53133200000002
13141,1.22,Premium,G,SI2,58.3,61.0,5436,7.0,6.92,4.06,196.66639999999998
13142,1.01,Ideal,E,SI2,61.5,55.0,5437,6.44,6.51,3.98,166.85911199999998
13143,1.33,Premium,H,SI2,61.0,59.0,5437,7.1,7.06,4.32,216.54432
13144,1.05,Very Good,G,SI1,60.2,58.0,5438,6.57,6.61,3.97,172.407969
13145,1.3,Premium,J,SI1,61.8,59.0,5438,6.99,6.95,4.31,209.38195499999998
13146,1.11,Good,G,SI2,59.7,61.0,5438,6.72,6.69,4.0,179.8272
13147,0.9,Premium,E,VS1,59.4,59.0,5438,6.31,6.28,3.74,148.204232
13148,1.01,Ideal,G,VS2,61.7,57.0,5439,6.44,6.49,3.99,166.76444400000003
13149,0.9,Ideal,E,VS2,62.0,59.0,5439,6.17,6.21,3.84,147.132288
13150,1.08,Ideal,G,SI1,61.7,56.0,5439,6.6,6.63,4.08,178.53264
13151,1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,194.48855999999998
13152,1.11,Premium,H,SI1,58.8,59.0,5439,6.79,6.74,3.98,182.143108
13153,1.27,Ideal,J,VS2,61.5,57.0,5442,6.93,6.98,4.28,207.029592
13154,1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06,164.22375199999996
13155,1.01,Premium,D,SI1,62.6,58.0,5443,6.33,6.44,4.0,163.0608
13156,1.01,Good,D,SI1,61.7,62.0,5443,6.3,6.34,3.9,155.7738
13157,1.01,Ideal,D,SI1,61.2,57.0,5443,6.44,6.47,3.95,164.58386000000002
13158,1.01,Very Good,D,SI1,62.9,59.0,5443,6.39,6.43,4.03,165.583431
13159,1.01,Good,D,SI1,63.1,60.0,5443,6.32,6.39,4.01,161.94304799999998
13160,1.01,Good,D,SI1,61.8,60.0,5443,6.35,6.37,3.93,158.96653500000002
13161,1.01,Very Good,D,SI1,61.6,60.0,5443,6.43,6.47,3.97,165.160337
13162,1.2,Very Good,H,SI1,63.5,58.0,5443,6.69,6.73,4.26,191.800962
13163,1.24,Ideal,J,VS2,62.3,56.0,5443,6.84,6.91,4.28,202.29163200000002
13164,1.24,Ideal,E,SI2,59.2,55.0,5444,7.05,7.03,4.17,206.671455
13165,1.24,Very Good,I,VS1,61.4,63.0,5444,6.89,6.88,4.23,200.51553600000003
13166,1.07,Ideal,G,SI1,61.9,55.0,5444,6.62,6.57,4.08,177.45307200000002
13167,1.0,Premium,E,SI1,60.7,59.0,5445,6.38,6.41,3.88,158.675704
13168,1.0,Premium,E,SI1,62.6,60.0,5445,6.3,6.35,3.97,158.81985
13169,1.0,Premium,E,SI1,61.9,60.0,5445,6.37,6.46,3.97,163.366294
13170,1.06,Very Good,E,SI1,63.7,55.0,5445,6.45,6.49,4.12,172.46526
13171,1.2,Fair,F,SI2,63.4,60.0,5445,6.56,6.65,4.19,182.78456000000003
13172,1.03,Ideal,G,SI1,60.5,55.0,5445,6.59,6.54,3.97,171.101442
13173,1.31,Premium,J,SI1,59.4,60.0,5446,7.06,7.12,4.21,211.62491199999997
13174,1.31,Good,I,SI2,63.6,55.1,5446,6.92,6.98,4.42,213.493072
13175,1.04,Very Good,H,VS2,60.9,58.0,5447,6.5,6.6,3.99,171.171
13176,1.12,Very Good,E,SI1,58.8,61.0,5447,6.74,6.8,3.98,182.41136
13177,1.37,Good,I,VS2,64.1,58.0,5449,6.92,6.9,4.43,211.52364
13178,1.11,Premium,H,VS2,61.7,58.0,5450,6.64,6.69,4.11,182.572776
13179,1.11,Very Good,H,VS2,62.4,58.0,5450,6.57,6.69,4.14,181.966662
13180,1.31,Very Good,J,SI1,62.3,55.0,5450,6.98,7.02,4.36,213.638256
13181,0.9,Ideal,E,SI1,62.0,56.0,5450,6.18,6.2,3.84,147.13344
13182,1.2,Very Good,D,SI2,62.6,57.0,5451,6.74,6.84,4.25,195.93179999999998
13183,1.18,Very Good,I,VS1,62.2,57.0,5451,6.72,6.76,4.19,190.33996800000003
13184,1.12,Ideal,G,SI1,62.0,55.0,5451,6.65,6.68,4.13,183.46285999999998
13185,1.04,Very Good,G,VS2,61.4,63.0,5451,6.55,6.51,4.01,170.98840499999997
13186,1.24,Ideal,J,VS2,62.8,56.0,5451,6.83,6.8,4.28,198.78032000000002
13187,1.21,Very Good,J,VS1,62.6,57.0,5452,6.71,6.8,4.23,193.00644000000003
13188,1.21,Very Good,I,SI1,62.9,55.0,5452,6.69,6.76,4.23,191.29921200000004
13189,1.18,Ideal,G,SI2,60.5,55.0,5452,6.9,6.85,4.16,196.6224
13190,0.92,Very Good,E,VS1,60.9,61.0,5453,6.22,6.25,3.8,147.725
13191,1.07,Premium,G,SI1,61.6,58.0,5453,6.6,6.56,4.05,175.34879999999995
13192,1.07,Ideal,G,SI1,60.2,57.0,5453,6.7,6.59,4.0,176.612
13193,1.16,Premium,H,SI1,61.2,58.0,5454,6.76,6.81,4.15,191.04774
13194,1.02,Premium,H,VS2,62.4,58.0,5454,6.43,6.39,4.0,164.3508
13195,1.27,Very Good,J,VS2,61.8,60.0,5455,6.9,6.94,4.28,204.95208000000002
13196,1.03,Very Good,I,VS1,62.9,53.0,5455,6.45,6.5,4.07,170.63475000000003
13197,1.02,Very Good,H,SI1,61.0,59.0,5455,6.48,6.53,3.97,167.98816800000003
13198,1.27,Ideal,J,SI1,61.4,57.0,5455,6.97,7.0,4.29,209.3091
13199,1.02,Premium,F,SI1,61.0,59.0,5455,6.58,6.47,3.98,169.438948
13200,1.08,Ideal,I,VS2,61.8,54.0,5455,6.6,6.57,4.07,176.48334000000003
13201,1.24,Very Good,I,SI1,60.4,58.0,5456,6.95,7.02,4.22,205.88958
13202,1.06,Very Good,H,VS1,62.2,59.0,5456,6.47,6.52,4.04,170.424976
13203,1.02,Very Good,E,SI1,63.2,60.0,5456,6.33,6.42,4.03,163.773558
13204,1.12,Ideal,D,SI2,62.6,57.0,5456,6.61,6.65,4.15,182.41947500000003
13205,1.11,Ideal,H,SI1,62.3,55.0,5456,6.7,6.65,4.16,185.34880000000004
13206,1.11,Ideal,H,SI1,61.6,56.0,5456,6.69,6.65,4.11,182.84773500000003
13207,1.21,Very Good,I,SI1,60.6,56.0,5457,6.89,6.97,4.2,201.69786
13208,1.05,Ideal,F,SI1,62.0,55.0,5457,6.5,6.54,4.04,171.7404
13209,1.12,Ideal,H,SI1,60.7,56.0,5457,6.74,6.7,4.08,184.24464
13210,1.13,Ideal,E,SI2,62.2,56.0,5457,6.7,6.66,4.16,185.62752
13211,1.01,Ideal,H,SI1,62.7,56.0,5457,6.37,6.42,4.01,163.990554
13212,1.16,Premium,I,VS1,60.4,59.0,5457,6.89,6.82,4.14,194.537772
13213,1.14,Premium,H,SI1,59.3,59.0,5458,6.8,6.76,4.02,184.79135999999997
13214,1.0,Ideal,E,SI1,61.9,56.0,5458,6.37,6.45,3.97,163.113405
13215,0.91,Ideal,E,SI1,61.9,55.0,5458,6.21,6.23,3.85,148.94995500000002
13216,1.2,Good,I,SI1,64.4,61.0,5458,6.52,6.59,4.22,181.319896
13217,1.18,Premium,G,SI1,62.1,59.0,5458,6.75,6.71,4.18,189.32264999999998
13218,1.14,Premium,H,SI1,61.9,58.0,5458,6.71,6.67,4.14,185.28859799999998
13219,1.14,Very Good,H,SI1,63.1,58.0,5458,6.69,6.6,4.19,185.00526000000002
13220,1.06,Ideal,J,VS2,61.4,56.0,5459,6.55,6.6,4.04,174.64919999999998
13221,1.0,Fair,H,VS1,55.8,60.0,5460,6.66,6.61,3.7,162.88362000000004
13222,1.5,Fair,D,I1,64.7,62.0,5460,7.19,7.04,4.6,232.84096
13223,1.5,Premium,G,SI2,61.7,55.0,5460,7.39,7.32,4.54,245.590392
13224,1.01,Very Good,E,SI1,60.0,60.0,5461,6.43,6.51,3.88,162.41408399999997
13225,1.01,Very Good,E,SI1,62.1,56.0,5461,6.43,6.48,4.01,167.082264
13226,1.06,Ideal,G,SI1,62.9,56.0,5461,6.52,6.49,4.09,173.067532
13227,1.06,Premium,H,SI1,61.0,60.0,5461,6.59,6.56,4.01,173.35390399999997
13228,1.21,Premium,H,VS2,60.8,62.0,5461,6.82,6.78,4.13,190.969548
13229,1.29,Very Good,I,SI1,62.2,58.0,5463,6.94,6.99,4.33,210.05089800000002
13230,1.29,Premium,J,VS1,61.7,59.0,5463,6.93,6.97,4.29,207.21600899999999
13231,1.19,Premium,I,SI1,61.3,59.0,5464,6.84,6.79,4.18,194.13424799999999
13232,1.07,Premium,H,SI1,63.0,57.0,5465,6.55,6.44,4.09,172.52438
13233,1.22,Premium,I,SI1,59.0,61.0,5466,7.02,6.98,4.13,202.368348
13234,1.22,Premium,I,SI1,62.2,57.0,5466,6.87,6.79,4.25,198.251025
13235,1.22,Premium,I,SI1,62.1,59.0,5466,6.86,6.8,4.24,197.78752000000003
13236,1.22,Premium,H,SI2,60.2,56.0,5466,6.96,6.93,4.18,201.61310399999996
13237,1.05,Premium,H,VS2,62.7,59.0,5468,6.49,6.43,4.05,169.009335
13238,1.05,Premium,H,VS2,59.0,59.0,5468,6.71,6.68,3.95,177.05006
13239,1.02,Premium,H,VS1,62.1,59.0,5469,6.38,6.43,3.98,163.27313199999998
13240,1.14,Ideal,I,SI1,62.3,58.0,5469,6.65,6.7,4.16,185.34880000000004
13241,1.04,Ideal,H,SI1,61.7,56.0,5469,6.51,6.55,4.03,171.841215
13242,1.0,Good,D,SI1,64.9,53.0,5469,6.27,6.3,4.08,161.16407999999998
13243,1.0,Premium,E,SI1,60.8,60.0,5470,6.45,6.42,3.91,161.90919
13244,1.14,Ideal,E,SI2,62.4,57.0,5473,6.64,6.7,4.16,185.07008000000002
13245,1.2,Very Good,G,SI2,60.2,63.0,5474,6.81,6.84,4.11,191.445444
13246,1.2,Premium,I,VS2,62.1,59.0,5474,6.77,6.72,4.19,190.62153600000002
13247,1.01,Fair,G,VS2,66.6,55.0,5475,6.27,6.22,4.16,162.23750399999997
13248,0.9,Very Good,D,VS2,62.3,56.0,5476,6.14,6.18,3.84,145.709568
13249,1.2,Very Good,I,SI1,62.6,57.0,5476,6.74,6.77,4.23,193.01405400000002
13250,1.03,Ideal,E,SI1,62.1,56.0,5476,6.43,6.48,4.01,167.082264
13251,1.03,Ideal,E,SI1,61.3,57.0,5476,6.48,6.51,3.98,167.89550400000002
13252,1.1,Premium,H,SI1,60.7,59.0,5476,6.72,6.7,4.07,183.24768
13253,1.18,Premium,I,VS1,62.6,59.0,5477,6.73,6.71,4.21,190.116443
13254,1.01,Ideal,I,VVS1,61.7,56.0,5478,6.42,6.47,3.98,165.318852
13255,1.01,Very Good,E,SI1,64.1,56.0,5479,6.29,6.35,4.05,161.763075
13256,1.06,Very Good,H,VS2,62.4,56.0,5480,6.49,6.56,4.07,173.277808
13257,1.05,Very Good,G,SI1,62.0,56.0,5480,6.47,6.55,4.04,171.20914
13258,0.9,Good,F,VVS2,61.8,63.0,5480,6.14,6.19,3.81,144.805146
13259,1.16,Premium,H,SI1,60.2,59.0,5480,6.84,6.77,4.1,189.85787999999997
13260,1.31,Premium,J,SI1,62.5,55.0,5480,7.05,6.97,4.38,215.22663
13261,1.13,Very Good,F,SI1,60.6,60.0,5481,6.67,6.76,4.07,183.513044
13262,1.0,Good,G,SI1,62.2,63.0,5483,6.36,6.41,3.97,161.847372
13263,1.11,Premium,F,SI1,60.1,61.0,5483,6.74,6.64,4.06,181.69961599999996
13264,1.13,Ideal,H,SI1,62.3,56.0,5483,6.69,6.66,4.16,185.35046400000004
13265,1.0,Good,G,VS2,63.7,59.0,5484,6.38,6.33,4.05,163.56087
13266,1.02,Premium,F,SI1,62.9,55.0,5484,6.47,6.41,4.05,167.96443499999998
13267,0.91,Very Good,G,VS2,62.3,59.0,5484,6.13,6.17,3.83,144.858643
13268,1.0,Good,G,VS2,63.7,57.0,5484,6.32,6.28,4.01,159.15529600000002
13269,1.0,Good,G,VS2,56.6,61.0,5484,6.65,6.61,3.75,164.83687500000002
13270,1.0,Fair,G,VS2,67.6,57.0,5484,6.2,6.13,4.17,158.48502
13271,1.0,Fair,G,VS2,63.7,55.0,5484,6.28,6.21,3.98,155.215224
13272,1.2,Ideal,G,SI2,62.2,56.0,5484,6.84,6.74,4.22,194.54875199999998
13273,1.06,Premium,E,SI1,62.0,61.0,5485,6.55,6.51,4.05,172.69402499999998
13274,1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,171.963414
13275,1.24,Very Good,H,SI2,63.2,55.0,5486,6.88,6.83,4.33,203.468432
13276,1.09,Ideal,I,SI1,61.9,55.0,5486,6.66,6.62,4.11,181.206612
13277,1.01,Ideal,F,SI1,62.0,56.0,5486,6.44,6.39,3.98,163.783368
13278,1.01,Good,F,VS2,57.3,62.0,5487,6.63,6.59,3.79,165.591543
13279,1.14,Good,H,SI1,62.8,58.0,5487,6.62,6.67,4.17,184.128018
13280,1.12,Fair,G,VS1,64.8,56.0,5487,6.48,6.52,4.21,177.870816
13281,1.38,Premium,G,SI2,58.3,59.0,5487,7.34,7.27,4.26,227.32126799999998
13282,1.08,Premium,F,SI1,61.0,59.0,5487,6.67,6.57,4.04,177.040476
13283,1.3,Fair,J,SI1,66.0,57.1,5488,6.73,6.82,4.45,204.24877
13284,1.0,Premium,D,SI1,61.3,54.0,5488,6.39,6.37,3.91,159.15381299999999
13285,1.0,Premium,D,SI1,59.5,60.0,5488,6.49,6.42,3.84,159.99667200000002
13286,1.0,Premium,D,SI1,62.1,58.0,5488,6.45,6.34,3.97,162.34521
13287,1.0,Premium,D,SI1,61.5,60.0,5488,6.38,6.34,3.91,158.156372
13288,1.0,Premium,D,SI1,62.1,61.0,5488,6.32,6.3,3.92,156.07872
13289,1.0,Ideal,D,SI1,61.7,57.0,5489,6.39,6.42,3.95,162.04401
13290,1.21,Ideal,J,SI1,62.7,55.0,5489,6.84,6.79,4.27,198.31417199999996
13291,1.21,Premium,J,VS1,60.0,60.0,5489,6.95,6.88,4.15,198.43640000000002
13292,1.2,Very Good,I,SI2,63.7,56.0,5490,6.66,6.71,4.26,190.373436
13293,1.23,Good,H,SI1,63.7,59.0,5490,6.76,6.71,4.29,194.592684
13294,1.06,Very Good,F,SI1,59.6,60.0,5491,6.61,6.68,3.96,174.85300800000002
13295,1.06,Very Good,F,SI1,58.8,57.0,5491,6.67,6.76,3.95,178.10234
13296,1.03,Ideal,D,SI2,60.5,58.0,5491,6.52,6.58,3.96,169.890336
13297,1.03,Premium,D,SI1,61.8,57.0,5491,6.53,6.49,4.02,170.36639399999999
13298,1.03,Ideal,E,SI2,61.7,55.0,5491,6.52,6.46,4.01,168.897992
13299,1.05,Good,H,VS2,63.7,58.0,5492,6.4,6.45,4.09,168.8352
13300,1.02,Ideal,E,SI1,60.5,56.0,5493,6.57,6.53,3.96,169.89231600000002
13301,1.05,Very Good,E,SI1,62.2,56.0,5494,6.49,6.56,4.06,172.85206399999998
13302,1.2,Ideal,E,SI2,61.1,55.0,5494,6.9,6.87,4.21,199.56663000000003
13303,1.04,Ideal,F,SI1,61.3,56.0,5495,6.51,6.55,4.0,170.56199999999998
13304,1.11,Ideal,H,SI2,61.2,56.0,5496,6.7,6.69,4.1,183.77429999999998
13305,1.09,Ideal,G,SI1,62.4,56.0,5496,6.57,6.61,4.11,178.48784700000002
13306,1.02,Good,D,SI1,63.3,58.0,5497,6.35,6.39,4.03,163.523295
13307,1.19,Ideal,E,SI2,61.9,56.0,5497,6.8,6.84,4.22,196.28063999999998
13308,1.02,Good,D,SI1,63.5,61.0,5497,6.27,6.35,4.01,159.65614499999998
13309,1.24,Very Good,I,SI2,61.6,59.0,5497,6.87,6.9,4.24,200.98872000000003
13310,1.01,Very Good,G,SI1,62.9,58.0,5497,6.35,6.4,4.01,162.9664
13311,1.01,Ideal,G,SI1,61.1,58.0,5497,6.43,6.49,3.95,164.836265
13312,1.01,Good,G,VS2,62.0,61.0,5497,6.29,6.38,3.93,157.71168600000001
13313,1.03,Very Good,D,SI1,62.6,58.0,5498,6.44,6.49,4.05,169.27218000000002
13314,1.07,Ideal,H,SI1,62.1,56.0,5498,6.53,6.58,4.07,174.87731800000003
13315,1.07,Premium,H,VS2,62.4,59.0,5498,6.53,6.46,4.05,170.84438999999998
13316,1.01,Very Good,E,SI1,62.9,60.0,5499,6.35,6.43,4.02,164.13860999999994
13317,1.01,Good,E,SI1,63.3,55.0,5499,6.37,6.42,4.05,165.62637
13318,1.01,Very Good,E,SI1,62.8,57.0,5499,6.37,6.41,4.01,163.735117
13319,1.01,Very Good,E,SI1,62.9,58.0,5499,6.35,6.41,4.01,163.22103499999997
13320,1.25,Premium,J,VS1,62.0,58.0,5500,6.89,6.92,4.28,204.06526399999998
13321,1.0,Premium,E,SI1,61.6,59.0,5500,6.38,6.41,3.94,161.12945200000001
13322,1.0,Good,G,VS2,63.3,60.0,5500,6.29,6.37,4.01,160.669873
13323,1.25,Very Good,I,SI1,58.9,58.0,5500,7.04,7.08,4.16,207.34771200000003
13324,1.02,Very Good,F,SI1,59.8,58.0,5500,6.49,6.55,3.9,165.78705
13325,1.14,Ideal,H,SI1,62.3,56.0,5501,6.72,6.69,4.18,187.919424
13326,1.01,Good,D,SI1,57.6,60.0,5501,6.59,6.64,3.81,166.716456
13327,1.01,Fair,F,VS2,65.5,62.0,5501,6.19,6.23,4.07,156.95425900000004
13328,1.11,Ideal,D,SI2,62.2,57.0,5501,6.66,6.62,4.12,181.647504
13329,0.9,Very Good,H,VS2,62.6,59.0,5502,6.07,6.16,3.83,143.20829600000002
13330,1.21,Premium,I,VS2,62.2,59.0,5502,6.79,6.85,4.24,197.20876
13331,1.22,Ideal,H,SI2,61.0,57.0,5502,6.88,6.93,4.2,200.24928
13332,1.22,Ideal,H,SI2,61.7,56.0,5502,6.87,6.93,4.26,202.814766
13333,1.04,Premium,F,SI1,61.5,59.0,5504,6.54,6.46,4.0,168.9936
13334,1.12,Very Good,G,SI2,61.2,58.0,5504,6.65,6.69,4.08,181.51308
13335,0.9,Very Good,F,VVS2,61.0,63.0,5504,6.13,6.09,3.73,139.247241
13336,1.22,Ideal,J,VS1,60.8,57.0,5504,6.85,6.89,4.18,197.28136999999995
13337,1.23,Premium,J,VS2,61.9,55.0,5504,6.94,6.88,4.28,204.35801600000002
13338,1.19,Premium,D,SI2,58.8,58.0,5504,7.04,6.9,4.1,199.1616
13339,1.19,Ideal,D,SI2,60.4,55.0,5504,6.91,6.89,4.17,198.53328299999998
13340,1.05,Ideal,G,VS2,61.1,57.0,5504,6.55,6.52,3.99,170.39694
13341,1.46,Fair,G,SI2,64.6,54.0,5504,7.11,7.03,4.57,228.42368100000004
13342,1.26,Premium,I,SI1,60.9,58.0,5504,6.99,6.94,4.24,205.68494400000003
13343,1.0,Good,F,VS2,63.4,56.0,5505,6.27,6.35,4.0,159.25799999999998
13344,1.0,Very Good,F,VS2,61.9,59.0,5505,6.34,6.38,3.94,159.369848
13345,1.02,Ideal,H,SI1,59.8,58.0,5505,6.56,6.58,3.93,169.637664
13346,1.02,Premium,G,VS2,62.7,58.0,5506,6.44,6.36,4.01,164.243184
13347,1.11,Ideal,I,VS2,61.7,55.0,5506,6.66,6.69,4.12,183.56824800000004
13348,1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16,187.566912
